mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
4.454420248667399,0.11192546881977726,0.37686872482299805,0.01501435689410697,entropy,25,1000,"{'criterion': 'entropy', 'min_samples_leaf': 25, 'n_estimators': 1000}",0.8142448979591836,0.8047885124271454,0.8313554081108561,0.816796272832395,0.010994911607194527,11
0.41429607073465985,0.007079002714552883,0.05060529708862305,0.0002032395911045833,entropy,30,100,"{'criterion': 'entropy', 'min_samples_leaf': 30, 'n_estimators': 100}",0.8142658294086866,0.8051580190259262,0.8309162185675504,0.8167800223340543,0.010664960867439033,13
0.9153608481089274,0.09300446041732371,0.09356649716695149,0.009314154193036453,entropy,30,200,"{'criterion': 'entropy', 'min_samples_leaf': 30, 'n_estimators': 200}",0.8138723181580325,0.8049539006498292,0.8314172510298419,0.8167478232792345,0.01099328963839225,15
2.339687983194987,0.1957111749673512,0.25217628479003906,0.026475155578067382,entropy,30,500,"{'criterion': 'entropy', 'min_samples_leaf': 30, 'n_estimators': 500}",0.8143558346415489,0.8045331027667983,0.8320126201482134,0.816967185852187,0.011369413213760525,4
5.0514326095581055,0.30621426477880354,0.5011484622955322,0.12913976864275759,entropy,30,1000,"{'criterion': 'entropy', 'min_samples_leaf': 30, 'n_estimators': 1000}",0.8144039769754055,0.8048638792121658,0.8322484617884134,0.817172105991995,0.011349764884736406,1
0.4233871301015218,0.0061604902463140345,0.058089812596639,0.0056835679981381525,entropy,50,100,"{'criterion': 'entropy', 'min_samples_leaf': 50, 'n_estimators': 100}",0.8137739403453689,0.8039657583573391,0.8314130582895716,0.8163842523307597,0.011356315860591682,29
0.853856643040975,0.025331753027706135,0.115447998046875,0.008190039643386335,entropy,50,200,"{'criterion': 'entropy', 'min_samples_leaf': 50, 'n_estimators': 200}",0.8142093144950289,0.8041437077108595,0.8321069568042934,0.8168199930033939,0.011564242493447535,9
2.160619020462036,0.1430086757223527,0.24548959732055664,0.0221953240952297,entropy,50,500,"{'criterion': 'entropy', 'min_samples_leaf': 50, 'n_estimators': 500}",0.8141810570382,0.8040536862731962,0.8319581145247005,0.8167309526120322,0.011533740491529616,17
4.5063854058583575,0.293315042593161,0.4191938241322835,0.02680123277780189,entropy,50,1000,"{'criterion': 'entropy', 'min_samples_leaf': 50, 'n_estimators': 1000}",0.8140680272108843,0.8042881607154819,0.832364810330912,0.8169069994190927,0.011636705885720487,6
0.4816977183024089,0.0022120894315291774,0.050751288731892906,0.00021205411222616595,log_loss,15,100,"{'criterion': 'log_loss', 'min_samples_leaf': 15, 'n_estimators': 100}",0.8116807953950811,0.8003732749380317,0.8286196450845362,0.8135579051392163,0.011607670232996269,59
0.9230775833129883,0.005512170615224338,0.0895388921101888,0.004940847267497417,log_loss,15,200,"{'criterion': 'log_loss', 'min_samples_leaf': 15, 'n_estimators': 200}",0.8127294610151753,0.8025400700073693,0.8285085374673753,0.81459268949664,0.010683134397605534,56
2.313727299372355,0.03267629710064459,0.19959123929341635,0.0014634705481506947,log_loss,15,500,"{'criterion': 'log_loss', 'min_samples_leaf': 15, 'n_estimators': 500}",0.8124803767660912,0.8029797095866551,0.8289634497866942,0.8148078453798137,0.01073472624419394,54
4.866587003072103,0.2731721024458694,0.3736642201741536,0.005013185187554342,log_loss,15,1000,"{'criterion': 'log_loss', 'min_samples_leaf': 15, 'n_estimators': 1000}",0.8128435374149661,0.8033167665974408,0.8291919541314214,0.8151174193812761,0.010685168439701812,50
0.45530978838602704,0.012263842673914612,0.05112330118815104,0.000493899047088992,log_loss,20,100,"{'criterion': 'log_loss', 'min_samples_leaf': 20, 'n_estimators': 100}",0.812880167451596,0.8033711981644001,0.8303177048939762,0.8155230235033241,0.011158466809688787,46
