mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Model__criterion,param_Model__min_samples_leaf,param_Model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
5.174460093180339,0.06906229435895583,0.6425151030222574,0.03469454273971712,entropy,30,1000,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 1000}",0.8110716902145474,0.7988722198030415,0.830372210517489,0.8134387068450258,0.012968280008011646,36
3.0095438957214355,0.21360153675625132,0.34310515721638996,0.04949296015637832,entropy,50,100,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 100}",0.8110507587650446,0.7980107355798218,0.8266626835634099,0.8119080593027587,0.011712806494674469,51
3.0525328318277993,0.039534083945205974,0.3468157450358073,0.03233521942071433,entropy,50,200,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 200}",0.8108372579801151,0.7975773765659542,0.8268031403624623,0.8117392583028439,0.011948403542146623,55
3.953949769337972,0.17296516269813514,0.49264200528462726,0.06020377642601854,entropy,50,500,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 500}",0.8105504971219257,0.7974999162591279,0.8276794230789387,0.8119099454866641,0.012358174969469799,49
5.32746164004008,0.1630132653233418,0.6633178393046061,0.04527925848896324,entropy,50,1000,"{'Model__criterion': 'entropy', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 1000}",0.8103160648874935,0.7972350857506532,0.8279037346833957,0.8118182951071807,0.012565402992997857,53
2.816849629084269,0.06646051849598474,0.3153785864512126,0.038673539966122814,log_loss,15,100,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 15, 'Model__n_estimators': 100}",0.8128278388278389,0.8002727858913379,0.8306132930830267,0.8145713059340678,0.012447659815539799,8
3.1556379795074463,0.01530147058287087,0.36817312240600586,0.031726198788328636,log_loss,15,200,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 15, 'Model__n_estimators': 200}",0.8131522762951334,0.8003000016748175,0.8303994633292454,0.814617247099732,0.01233163959267214,4
4.152236620585124,0.060082464996100544,0.468214750289917,0.04302104650980641,log_loss,15,500,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 15, 'Model__n_estimators': 500}",0.8133532182103611,0.8003230304146848,0.8299235873085753,0.8145332786445403,0.012113151229919458,10
5.331799586613973,0.07658961718900334,0.641903797785441,0.03779243161269312,log_loss,15,1000,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 15, 'Model__n_estimators': 1000}",0.8131187859759288,0.8001597357138073,0.8301541880234374,0.8144775699043912,0.012282820323846779,13
2.814939339955648,0.06978401692152672,0.3003498713175456,0.03650441785742753,log_loss,20,100,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 20, 'Model__n_estimators': 100}",0.8128644688644688,0.8010641371340524,0.8302170791274907,0.8147152283753373,0.01197337295261158,1
